date,title,author,column,word_count,issue_number,href
20250501,浙江管局“学查改促”贯彻中央八项规定精神,陈灵刚,党建动态,659,08572,20250501_007_04_9751.html
20250501,新乡电信多举措打造高素质纪检干部队伍,尤志一,党建动态,487,08572,20250501_007_05_7520.html
20250501,池州移动“四强化”提升廉洁防控水平,梁肖肖　李召　钱慧艳,党建动态,718,08572,20250501_007_06_8785.html
20250501,淮北铁塔以三项制度推动党业有机融合,蔡明,党建动态,613,08572,20250501_007_07_7851.html
20250501,国际电信联盟无线电通信部门第四研究组相关工作组会议在上海开幕（附图片）,帅又榕,,494,08572,20250501_008_01_5438.html
20250501,南平市无管局保障福建省文旅经济发展大会无线电安全,白静波,,872,08572,20250501_008_02_9479.html
20250501,2024年度地面无线电业务行政许可“双随机、一公开”检查结果公布,吴宣,,403,08572,20250501_008_03_460.html
20250501,山西省工信厅开展手机信号放大器、屏蔽器专项治理,康文林,,656,08572,20250501_008_04_7467.html
20250501,砺“监测尖兵”　护“电波长空”（附图片）,本报记者　帅又榕,,3397,08572,20250501_008_05_455.html
20250507,工信部组织开展电信业务“明白办、放心用”行动,布轩,,979,08573,20250507_001_01_1553.html
20250507,一季度我国规上电子信息制造业增加值同比增长11.5％,记者　宗文,,652,08573,20250507_001_02_4270.html
20250507,我在渔乡护“网”（图片）,,,226,08573,20250507_001_03_5982.html
20250507,数智力量涌动　引领创新发展大潮,本报记者　苏德悦,,1380,08573,20250507_001_04_991.html
20250507,中国移动与重庆大学签署战略合作协议,记者　宜欣,,289,08573,20250507_001_05_279.html
20250507,七部门发布《终端设备直连卫星服务管理规定》,宗文,,648,08573,20250507_001_06_9898.html
20250507,浙江开展互联网基础管理2025“固源”行动,记者　陈灵刚,,674,08573,20250507_001_07_6199.html
20250507,辽宁推进“5G+工业互联网”512工程升级,通讯员　韩宁　记者　李世民,,528,08573,20250507_001_08_6036.html
20250507,向新而行　信号升格让旅途更美好,王欢　范天伟　罗晓娜　刘孜婧,,2641,08573,20250507_002_01_8448.html
20250507,数智赋能茶园　“云”上飘来满溢茶香（图片）,,,256,08573,20250507_002_02_685.html
20250507,聊城联通绘就“江北水城”智慧文旅新图景,陈金岭,,1035,08573,20250507_002_03_3419.html
20250507,安徽电信助力全省AI辅助办案系统上线,陈瑞　白宁　胡龙华　徐赛,八面来风,596,08573,20250507_002_04_2049.html
20250507,池州铁塔“五四护桩行动”疏解民生痛点,杨凯,八面来风,552,08573,20250507_002_05_8850.html
20250507,湖南邵东移动“智慧体育”项目让“阳光运动”深入校园,宁文彬　李宁梓,八面来风,499,08573,20250507_002_06_5383.html
20250507,克州联通保障新疆“百年足球村”联赛,柯漫　黎川疆,八面来风,666,08573,20250507_002_07_644.html
20250507,数字移动通信与数字中国的“数字”基因,中移互联网有限公司副总经理　庄仁峰,企业声音,1586,08573,20250507_003_01_8822.html
20250507,聊城联通筑牢森林防火“智慧屏障”,陈金岭,,633,08573,20250507_003_02_7028.html
20250507,乌鲁木齐天山机场实现5G-A全覆盖,记者　喻瑛,,1033,08573,20250507_003_03_9870.html
20250507,图片新闻,,,241,08573,20250507_003_04_6325.html
20250507,福建移动落地5G-A4CC方案,记者　王柳欣,,1276,08573,20250507_003_05_8148.html
20250507,北京移动启动千个社区万兆网络覆盖工程,记者　杨子怡,基层一线,761,08573,20250507_003_06_5271.html
20250507,湖北移动云电脑助力基层医疗机构提质增效,记者　王政,基层一线,849,08573,20250507_003_07_8048.html
20250507,廊坊联通打造长效管护平台赋能农村厕所革命,通讯员　郝学萍　记者　崔哲,基层一线,567,08573,20250507_003_08_4124.html
20250507,联通“搭桥人”用真心跑出业务“加速度”,宫明,服务之星,921,08573,20250507_004_01_7103.html
20250507,江苏沭阳电信营业厅里话保密（图片）,,,219,08573,20250507_004_02_4319.html
20250507,山东移动打造全省首家爱心助残营业厅,陈珂　刘鹏,,673,08573,20250507_004_03_2233.html
20250507,阜阳铁塔多元暖“新”举措服务新就业群体,唐伟　刘雪艳,,762,08573,20250507_004_04_7202.html
20250507,生活“数智路”越走越宽,冯雅令,各抒己见,988,08573,20250507_004_05_6938.html
20250507,在看不清的世界里做你的眼睛,周泥吟,服务故事,789,08573,20250507_004_06_4364.html
20250507,呼和浩特移动以AI重构政务服务“智”高点,高昕　王雅伦,,840,08573,20250507_004_07_7017.html
20250507,荆州联通“客户日”走进社区绘就安全智慧新图景,王纯,,756,08573,20250507_004_08_3249.html
20250508,“明白办、放心用”，把群众关心的事办好,本报记者　韩永军,人邮时评,1680,08574,20250508_001_01_594.html
20250508,一季度我国软件业收入、利润均保持两位数增长,宗和,,738,08574,20250508_001_02_9222.html
20250508,“三型”堡垒基站助力网络能力再提升（图片）,,,273,08574,20250508_001_03_8487.html
20250508,“五一”假期全国通信网络运行平稳　保障服务有力,布轩,,1253,08574,20250508_001_04_5731.html
20250508,中央网信办开展“清朗·整治AI技术滥用”专项行动,记者　临江,,881,08574,20250508_001_05_9722.html
20250508,运营商“五一”大数据：出游需求旺盛　消费提质升级,记者　张鸣　武聪　郭佳,,802,08574,20250508_001_06_400.html
20250508,“五一”假期全国快递业务量创历史同期新高,记者　李玥,,634,08574,20250508_001_07_9540.html
20250508,山海共潮生　数智赋八闽（附图片）,陈雨　汪佳琪,企业风采,3326,08574,20250508_002_01_79.html
20250508,从“人防”到“智防”　广东移动打造园区安全新范式,黄博艺　聂圣怡　黎颖欣,,815,08574,20250508_002_02_6066.html
20250508,云南移动完成昆玉河铁路全线5G网络覆盖,记者　倪婷　通讯员　李嘉兴　李和煦,八面来风,622,08574,20250508_002_03_5548.html
20250508,重庆荣昌电信全方位保障卤鹅专场直播,渝欣,八面来风,648,08574,20250508_002_04_9560.html
20250508,盐城联通为黄海湿地博物馆打造AI展示系统,记者　邱少美　通讯员　陈梦莹,八面来风,440,08574,20250508_002_05_5704.html
20250508,临沂铁塔“信号升格”赋能文旅新场景,李春娟,八面来风,443,08574,20250508_002_06_3891.html
20250508,实数融合路上的弄潮儿（附图片）,顾玥,电信的力量　全国劳动模范剪影,1936,08574,20250508_003_01_5192.html
20250508,铸就通信梦的无线网络工匠（附图片）,周序,电信的力量　全国劳动模范剪影,1999,08574,20250508_003_02_5687.html
20250508,追逐核心科技自立自强的建云者（附图片）,郭云,电信的力量　全国劳动模范剪影,2084,08574,20250508_003_03_6193.html
20250508,福建移动以数智之笔勾皴数字山海画卷（附图片）,王柳欣,,3076,08574,20250508_004_01_3114.html
20250508,“硬核”保障护航假日网络需求,陆为,,949,08574,20250508_004_02_3821.html
20250508,“千里眼”守护校园舌尖安全,耿建训　卫子月,,812,08574,20250508_004_03_5513.html
20250508,5G绘就乡村振兴“梅”好图景,许雪凤　苏俊鑫　黎颖欣,,1460,08574,20250508_004_04_7511.html
20250508,图片新闻,,,276,08574,20250508_004_05_251.html
20250508,具身智能开启人机共生的马拉松征程（附图片）,本报记者　李瑞璐　林婧,记者观察,2408,08574,20250508_005_01_4678.html
20250508,十部门：加强无人机、无人车等推广应用,那什,,383,08574,20250508_005_02_5981.html
20250508,烽火通信泰国瑞森光纤基地一期投产,柯文,企业动态,949,08574,20250508_005_03_1352.html
20250508,AI算力驱动产品创新　技术突围布局全球,本报记者　李瑞璐　那什,财报分析,2979,08574,20250508_005_04_7652.html
20250508,聚焦1ms城市算网　构建算力新基座（附图片）,本报记者　徐勇,,1805,08574,20250508_006_01_3386.html
20250508,华为发布AI数据湖解决方案　推动行业智能化加速迈进,华欣,,809,08574,20250508_006_02_5475.html
20250508,百度发布文心大模型4.5 Turbo、X1 Turbo（附图片）,岳悬,,1425,08574,20250508_006_03_2080.html
20250508,首个云超算国标正式发布,理欣,,436,08574,20250508_006_04_8647.html
20250508,努比亚发布手机和平板电脑AI双旗舰（附图片）,仲兴,,942,08574,20250508_006_05_2612.html
20250508,卫星互联网低轨03组卫星成功发射（附图片）,吴宣,,311,08574,20250508_007_01_312.html
20250508,首颗低倾角轨道降水测量卫星正式运行一周年（附图片）,吴宣,,430,08574,20250508_007_02_6927.html
20250508,内蒙古工信厅完成飞船返回无线电安全保障任务（附图片）,刘洋,,859,08574,20250508_007_03_3052.html
20250508,陕西省24名未成年业余无线电爱好者获发电台执照（附图片）,路晓明,,790,08574,20250508_007_04_55.html
20250508,河北省衡水无监局柔性执法引导未成年人依法依规使用电台（附图片）,张洋,,872,08574,20250508_007_05_5654.html
20250508,威海组织开展“五·五”节通联活动,高健,各地快讯,828,08574,20250508_007_06_5765.html
20250508,莆田查处两起私设手机信号放大器案件,蔡俊仁,各地快讯,570,08574,20250508_007_07_6168.html
20250508,驻马店开展防汛无线电安全保障暨行政执法演练,付明佳,各地快讯,711,08574,20250508_007_08_1466.html
20250508,国家高新区“攀高逐新”实现开门红,本报记者　闫岩,,3109,08574,20250508_008_01_5641.html
20250508,图片新闻,,,355,08574,20250508_008_02_7373.html
20250508,透视车企年报：我国汽车产业延续良好发展态势,本报记者　黄潇,,1000,08574,20250508_008_03_4297.html
20250508,以数智化赋能医药工业全链条转型升级,本报记者　颜星,数智化,1364,08574,20250508_008_04_1944.html
20250508,轻工业数字化转型“两步走”迎来新机遇,本报记者　黄潇,数智化,1157,08574,20250508_008_05_2133.html
20250509,为了9500个村寨不掉队！,遥歌　刘炳南　王明霞,电普10年　山乡巨变·塔为你而来,2050,08575,20250509_001_01_6084.html
20250509,国家自然科学基金委员会与中国移动深入合作,记者　宜欣,,502,08575,20250509_001_02_6454.html
20250509,柯瑞文出席数字福建25周年研讨会,殿欣,,1105,08575,20250509_001_03_6679.html
20250509,巧借“歌坡”说反诈（图片）,,,290,08575,20250509_001_04_4167.html
20250509,“联通一针一线”　编织中小企业数智转型样本,本报记者　蔡旸　杨玲玲,,3480,08575,20250509_001_05_1078.html
20250509,河北部署推动万兆光网试点建设工作,李永佳　王宏林,,612,08575,20250509_001_06_7800.html
20250509,一季度我国规上互联网企业完成业务收入同比增长1.4％,记者　吴皓琨,,444,08575,20250509_001_07_2072.html
20250509,重庆移动助“万兆全光网络街区”在渝落地,记者　姜玉洁　通讯员　何甜甜　杨希　康雅莉,,1056,08575,20250509_002_01_3366.html
20250509,老年人用上了AI（图片）,,,245,08575,20250509_002_02_4556.html
20250509,为了9500个村寨不掉队！,遥歌　刘炳南　王明霞,电普10年　山乡巨变·塔为你而来,2050,08575,20250509_002_03_4095.html
20250509,中移金科发布灵犀金融科技智能体,记者　黄飞扬,八面来风,572,08575,20250509_002_04_8063.html
20250509,陕西铁塔护航三秦“五一”文旅热潮,记者　周婉意,八面来风,582,08575,20250509_002_05_9274.html
20250509,伊春联通开启钼矿业5G云智能仓储时代,温俊平,八面来风,539,08575,20250509_002_06_8809.html
20250509,“联通一针一线”　编织中小企业数智转型样本,本报记者　蔡旸　杨玲玲,,3480,08575,20250509_002_07_4086.html
20250509,支持民营经济组织依法参与数据要素市场建设,王春晖,,2402,08575,20250509_003_01_2618.html
20250509,公司投入大量资源构建的AI模型被他人使用时，应当如何维权？,薛兴华,举案说法,2094,08575,20250509_003_02_7769.html
20250509,将防诈指南化作亲切乡音（图片）,,,238,08575,20250509_003_03_4282.html
20250509,AI著作权之争：人类智慧不应被算法淹没,王志高,安苑法评,1134,08575,20250509_003_04_5275.html
20250509,“云取证”系统助力涉案资金“一键回家”,,,494,08575,20250509_003_05_5151.html
20250509,难忘的“装电话热”,王建宙,邮电故事,2727,08575,20250509_004_01_9563.html
20250509,花开漫山（图片）,,佳片欣赏,99,08575,20250509_004_02_6855.html
20250509,杭州电报业务正式退市（附图片）,周文渊,通信时空,978,08575,20250509_004_03_8915.html
20250509,《通用人工智能标准、评级、测试与架构》发布（附图片）,苏晓,荐书,945,08575,20250509_004_04_8638.html
20250509,在书中感悟世界和人生,李国斌,随笔,1463,08575,20250509_004_05_2319.html
20250512,深入贯彻中央八项规定精神学习教育中央第四指导组指导督导工业和信息化部见面会召开,记者　熊俊林,,910,08576,20250512_001_01_9953.html
20250512,5G信号满格守护绿水青山（图片）,,,252,08576,20250512_001_02_617.html
20250512,创新突围　有序发展　AI产业飞向新高,本报记者　李晓东,,1799,08576,20250512_001_03_7908.html
20250512,2025中国产业转移发展对接活动（四川）在成都举行,记者　熊俊林,,692,08576,20250512_001_04_5795.html
20250512,工信部召开2025年审计工作会议,记者　李丽霞,,944,08576,20250512_001_05_7914.html
20250512,北京联通双万兆AI赋能行动正式发布,记者　郭佳,,836,08576,20250512_001_06_8058.html
20250512,辽宁推动5G+智慧农业协同创新发展,通讯员　宋波　记者　李世民,,524,08576,20250512_001_07_1931.html
20250512,联通文旅在2025数字中国创新大赛喜获佳绩,韦广林　王欢,,1617,08576,20250512_002_01_5410.html
20250512,联通元景可信数据空间（保定）及高质量数据集发布,通讯员　刘超　洪海燕　记者　崔哲,,649,08576,20250512_002_02_3637.html
20250512,图片新闻,,,352,08576,20250512_002_03_7718.html
20250512,AI热浪来袭！广东联通人工智能科普集市吸引市民游客云集,粤小沃,,1573,08576,20250512_002_04_9522.html
20250512,太原移动5G护航400余万人畅游太原,记者　赵馨,八面来风,693,08576,20250512_002_05_8639.html
20250512,天津联通全视界科技小屋2.0开启新体验,记者　阎筠　通讯员　刘霞,八面来风,501,08576,20250512_002_06_9390.html
20250512,河池电信助公安摧毁一校园GOIP诈骗链条,李晟熠　华东妮,八面来风,542,08576,20250512_002_07_9905.html
20250512,丽水铁塔与市总工会签订战略合作协议,记者　周琤琤　通讯员　梁梦绮,八面来风,468,08576,20250512_002_08_645.html
20250512,发展人工智能　要抓住核心行稳致远（附图片）,苏晓,专家视点,1828,08576,20250512_003_01_962.html
20250512,《数字中国发展指标体系》发布,苏德悦,行业动态,911,08576,20250512_003_02_9099.html
20250512,实数融合成为引领我国经济发展重要动力,苏德悦,,1566,08576,20250512_003_03_6630.html
20250512,山东省发布数字强省建设工作要点,子千,政策发布,805,08576,20250512_003_04_3911.html
20250512,河南将开展数据要素市场培育行动,子千,政策发布,885,08576,20250512_003_05_7340.html
20250512,武汉加快数字经济高质量发展,宗合,政策发布,666,08576,20250512_003_06_6094.html
20250512,安徽电信纪委“四精四筑”促进纪检工作提质增效,李靖　孙启彬,,1034,08576,20250512_004_01_6192.html
20250512,反诈不停歇　筑牢假期安全防线（图片）,,,181,08576,20250512_004_02_8057.html
20250512,漯河电信“五个聚焦”做实做细日常监督工作,张恒,,932,08576,20250512_004_03_5663.html
20250512,山西联通“5G+”赋能解州关帝庙景区智慧化保护,姜雨君,基层党建亮点,1008,08576,20250512_004_04_200.html
20250512,重庆电信开展深入贯彻中央八项规定精神学习教育,李琦,党建动态,728,08576,20250512_004_05_6033.html
20250512,宁夏铁塔深入推进“讲担当、治懒政”专项行动,孙启明　贾艳丽,党建动态,446,08576,20250512_004_06_2657.html
20250512,六安移动以“三个显性化”开展党建赋能专项活动,吕涛　刘梅,党建动态,562,08576,20250512_004_07_56.html
20250512,枣庄联通以“能上能下”机制培育新时代青年铁军,周雪燕,党建动态,782,08576,20250512_004_08_8181.html
20250513,一杯奶茶的“5G含量”有多少？,本报记者　王欢,5G赋能千行百业·“扬帆”行动再升级,2371,08577,20250513_001_01_166.html
20250513,5G-A织就“数字花梯”（图片）,,,287,08577,20250513_001_02_210.html
20250513,黑龙江联通发布人工智能CAPTAIN领航计划,纪明珠　张帆　裴立鹏,,1295,08577,20250513_001_03_8925.html
20250513,《中国网络法治发展报告（2024年）》发布,记者　吴皓琨,,459,08577,20250513_001_04_4589.html
20250513,今年将选择34个左右城市开展中小企业数字化转型城市试点工作,记者　布轩,,1074,08577,20250513_001_05_8755.html
20250513,广西算力调度平台发布,通讯员　覃颖知　记者　黄祯光,,926,08577,20250513_001_06_225.html
20250513,厦门电信推出福建首个智能文史侨史平台,陈丹莹,,726,08577,20250513_002_01_2694.html
20250513,无锡电信开展“送母亲一支康乃馨”活动（图片）,,,234,08577,20250513_002_02_8997.html
20250513,潍坊移动AI+大数据解决方案赋能特殊教育,通讯员　尹艺媛　马立伟　记者　陈珂,,694,08577,20250513_002_03_5568.html
20250513,一杯奶茶的“5G含量”有多少？,本报记者　王欢,5G赋能千行百业·“扬帆”行动再升级,2371,08577,20250513_002_04_3704.html
20250513,新疆电信“智”守群众生命通道,记者　喻瑛,,680,08577,20250513_002_05_7553.html
20250513,十堰联通以“三心”护航旅游旺季通信畅通,余巨能,,612,08577,20250513_002_06_9171.html
20250513,中国通建在5000米高原架起“信息天路”,钟建馨,八面来风,625,08577,20250513_002_07_7290.html
20250513,福建移动5G-A助力2025苏迪曼杯通信“加速度”,记者　王柳欣,八面来风,629,08577,20250513_002_08_5301.html
20250513,天翼云赋能重庆荣昌“荣e游”激活特色旅游经济,汪予乐,八面来风,857,08577,20250513_002_09_284.html
20250513,鸿蒙电脑破局　国产PC迎来生态重塑,本报记者　杨赞,,2430,08577,20250513_003_01_9591.html
20250513,世界人形机器人运动会将于8月15日在京举办（附图片）,记者　邓聪,,1041,08577,20250513_003_02_180.html
20250513,从“经验驱动”到“标准驱动”　推动人工智能高质量数据集建设,李荪　樊威　曹峰,,2286,08577,20250513_003_03_209.html
20250513,算力,,新闻关键词,412,08577,20250513_003_04_6510.html
20250513,618,,新闻关键词,259,08577,20250513_003_05_6355.html
20250513,AI算力基础设施（附图片）,,新闻关键词,387,08577,20250513_003_06_4907.html
20250513,守护数字疆域展现巾帼风采（附图片）,供稿　中国移动集团工会,全国劳动模范风采录（一）;精神如炬照亮奋斗路,1421,08577,20250513_004_01_169.html
20250513,以数智之力书写辽宁振兴新篇（附图片）,供稿　中国移动集团工会,全国劳动模范风采录（一）;精神如炬照亮奋斗路,2176,08577,20250513_004_02_3793.html
20250513,在逐梦星河中谱写牧歌（附图片）,供稿　中国移动集团工会,全国劳动模范风采录（一）;精神如炬照亮奋斗路,1540,08577,20250513_004_03_7390.html
20250513,浙江信息通信业纵深推进沿海公共通信网络建设（附图片）,本报记者　陈灵刚,,1829,08577,20250513_005_01_7753.html
20250513,黑龙江通管局开展大兴安岭林区全网通基站试验（附图片）,王贵峰,,814,08577,20250513_005_02_4891.html
20250513,上海信息通信业助力申城地铁全面迈入5G时代,张素　胡静,,1380,08577,20250513_005_03_6112.html
20250513,山东通管局加快提升县级信息通信发展办事机构工作能力,通讯员　董云鹏　记者　刘伟,行业动态,661,08577,20250513_005_04_3858.html
20250513,辽宁通管局与辽宁消防救援总队签署应急通信保障战略合作框架协议,通讯员　宋有帅　记者　李世民,行业动态,598,08577,20250513_005_05_7972.html
20250513,广西推进标识解析体系“贯通八桂”行动计划落地见效,滕燕,行业动态,593,08577,20250513_005_06_3968.html
20250513,贵州信息通信业推进防范治理电信网络诈骗工作,周伟,行业动态,505,08577,20250513_005_07_4012.html
20250513,数说“五一”,连欣,企业风采,2841,08577,20250513_006_01_6596.html
20250513,智算平台助力视听产业创新发展,高殊,,444,08577,20250513_006_02_7109.html
20250513,图片新闻,,,238,08577,20250513_006_03_5742.html
20250513,我与AI助手如何斗智斗勇？,东润,,1446,08577,20250513_006_04_7190.html
20250513,AI赋能数字影像实现新突破,丁汀　金俊波　顾宇,,564,08577,20250513_006_05_4618.html
20250513,AI反诈大模型显神通,冯辉阳　李智影,,513,08577,20250513_006_06_854.html
20250513,玩得“老广”啦，果然够广州,张书乐,乐游记　（442）,1353,08577,20250513_006_07_9962.html
20250513,以匠心守初心　这是他们的答案（附图片）,连欣,,2615,08577,20250513_007_01_839.html
20250513,赵月香：实干担当树标杆　巾帼服务绽芳华,姜雨君,服务之星,1371,08577,20250513_007_02_334.html
20250513,敢破局　敢担当　为他们点赞！,任勇　刘耀文,工信先模风采,1407,08577,20250513_007_03_6986.html
20250513,广告,,,0,08577,20250513_008_01_9322.html
20250514,祖国大陆最南端　5G与菠萝IP双向奔赴,通讯员　张耘　本报记者　黎颖欣,电普10年　山乡巨变·“移”起向新　数智兴农,1225,08578,20250514_001_01_7695.html
20250514,镇江电信“信号升格”护航文旅经济（图片）,,,246,08578,20250514_001_02_5279.html
20250514,5G-A×AI智慧景区在福州烟台山率先建成,记者　吴锦芬　通讯员　吴少君,,476,08578,20250514_001_03_6964.html
20250514,辽宁铁塔与辽宁省气象局签署战略合作协议,黄安妮　徐文浩,,735,08578,20250514_001_04_6743.html
20250514,通信技术试验卫星十九号成功发射,杭煊,,345,08578,20250514_001_05_3104.html
20250514,《2025年数字乡村发展工作要点》印发,网轩,,1016,08578,20250514_001_06_2174.html
20250514,中国联通哈尔滨区域性国际通信业务出入口局建设启动,杨惠　张胜奎,,808,08578,20250514_001_07_9809.html
20250514,河南三家基础运营商牵头制造、种植、教育领域省级人工智能行业赋能中心建设,余轩,,366,08578,20250514_001_08_5965.html
20250514,中国联通牵头两项目成功入选“宽带网络+健康乡村”应用典型试点项目（附图片）,吴方　鄂建宇　曹一菲,,1256,08578,20250514_002_01_2736.html
20250514,湖北联通在华中智·云数据中心建设千卡智算推理中心,通讯员　王皎皎　记者　肖璇,,780,08578,20250514_002_02_4261.html
20250514,广东移动“校园学生群体识别模型”助力精准反诈,通讯员　高崇博　记者　黎颖欣,,562,08578,20250514_002_03_9110.html
20250514,图片新闻,,,343,08578,20250514_002_04_305.html
20250514,荆门联通客户日公益行动护航全国肢残人轮椅马拉松赛,汪梦云,,595,08578,20250514_002_05_4234.html
20250514,福建移动灭火救援“空中尖兵”为平安“加码”,记者　王柳欣,,494,08578,20250514_002_06_4009.html
20250514,中国移动算网协同技术应用成果获天津市科技进步奖一等奖,李倩珺　方瑞,八面来风,567,08578,20250514_002_07_7743.html
20250514,山西联通召开2025年科技创新暨人工智能合作伙伴大会,王丽,八面来风,733,08578,20250514_002_08_3898.html
20250514,盐城电信联合公安打造反诈技术标杆,祁霄霄,八面来风,731,08578,20250514_002_09_2636.html
20250514,陕西移动在咸阳开通全省首个万兆工厂园区,记者　赵毅,,1226,08578,20250514_003_01_2910.html
20250514,云南移动打造云南最大千卡智算集群,记者　薛颖雯　倪婷,,955,08578,20250514_003_02_8722.html
20250514,情系护士节　服务暖人心（图片）,,,192,08578,20250514_003_03_5094.html
20250514,菏泽联通“智慧天眼”全天候守护黄河流域生态家园（附图片）,陈芳　于朝运,,1172,08578,20250514_003_04_917.html
20250514,北京移动迎来首位“双万兆”用户,记者　高殊,基层一线,750,08578,20250514_003_05_6678.html
20250514,新疆电信保障阿克苏沙尘天气通信畅通,喻瑛,基层一线,770,08578,20250514_003_06_8434.html
20250514,中国移动香港公司联合咪咕公司上线UTV视频平台短剧频道,记者　朱祈锐　通讯员　张瀚文,基层一线,365,08578,20250514_003_07_2922.html
20250514,阳泉移动5G-A基站登顶千年雄关,张东华　王少伟,基层一线,790,08578,20250514_003_08_2427.html
20250514,5G网络覆盖北京“地下东六环”（附图片）,赵亮,信号升格　铁塔在行动,1448,08578,20250514_004_01_8692.html
20250514,让信号跨越山河（附图片）,本报记者　周婉意,信号升格　铁塔在行动,1238,08578,20250514_004_02_5743.html
20250514,北京市加速推动区块链创新发展,若水,“新”观察,1048,08578,20250514_004_03_6201.html
20250514,辽宁联通打造5G-A万兆地铁示范线（附图片）,王彦博　金旺,一线快讯,759,08578,20250514_004_04_7779.html
20250514,黄山电信守护5G基站“避雷甲”（附图片）,汪劼　申云亮,一线快讯,304,08578,20250514_004_05_6341.html
20250514,临汾移动打破冰洞“信息壁垒”,王力　卢毅挺,一线快讯,390,08578,20250514_004_06_6020.html
20250515,工业和信息化部召开青年工作座谈会,记者　李丽霞,,1035,08579,20250515_001_01_7641.html
20250515,《人民邮电》报数字报刊系统今日正式上线,,,732,08579,20250515_001_02_6537.html
20250515,上海铁塔智能运维点亮网络信号“坐标”（图片）,,,306,08579,20250515_001_03_2086.html
20250515,五位“小巨人”企业代表讲述奋斗故事,本报记者　苏德悦　李伟欢,工信先模风采,2626,08579,20250515_001_04_9450.html
20250515,工信部印发《通信建设工程质量提升和安全生产行动方案（2025—2027年）》,记者　李瑞璐,,768,08579,20250515_001_05_9385.html
20250515,全国首个人工智能气象MaaS平台在上海发布,记者　蔡家宜,,638,08579,20250515_001_06_7803.html
20250515,中国铁塔亮相长三角国际应急减灾和救援博览会,记者　塔欣,,656,08579,20250515_001_07_4216.html
20250515,全球首例！我国量子密码技术实现双重加密,殿欣,,1569,08579,20250515_002_01_5168.html
20250515,5G专网平台推动木雕非遗传承（图片）,,,282,08579,20250515_002_02_2983.html
20250515,山西移动高品质网络筑牢村超“信息底座”,赵琳　张莎莎,,690,08579,20250515_002_03_3028.html
20250515,宁夏电信筑牢极端场景通信“生命线”,陈佳璐,,697,08579,20250515_002_04_4160.html
20250515,中国电信云计算内蒙古信息园项目入选国家第二批绿色低碳先进技术示范项目清单,记者　佟欣,八面来风,615,08579,20250515_002_05_4377.html
20250515,广东移动加速推动AI深度融入生活,记者　黎颖欣,八面来风,783,08579,20250515_002_06_3823.html
20250515,五位“小巨人”企业代表讲述奋斗故事,本报记者　苏德悦　李伟欢,工信先模风采,2626,08579,20250515_002_07_9898.html
20250515,电波传薪火　筑网护安澜（附图片）,本报记者　张金然,,3054,08579,20250515_003_01_8779.html
